pca_power('pendigits_training.txt','pendigits_test.txt',1,10)
Eigenvector  1
Test Object  2477
1 :  -82.1620
Test Object  2478
1 :  60.0481
Test Object  2479
1 :  24.2865
Test Object  2480
1 :  104.9152
Test Object  2481
1 :  123.2587
Test Object  2482
1 :  117.3284
Test Object  2483
1 :  39.3207
Test Object  2484
1 :  122.0412
Test Object  2485
1 :  39.3910
Test Object  2486
1 :  89.6277
Test Object  2487
1 :  40.0530
Test Object  2488
1 :  76.7066
Test Object  2489
1 :  138.4036
Test Object  2490
1 :  51.9480
Test Object  2491
1 :  -46.3044
Test Object  2492
1 :  -45.9076
Test Object  2493
1 :  131.4305
Test Object  2494
1 :  38.4182
Test Object  2495
1 :  -66.1114
Test Object  2496
1 :  -88.1366
Test Object  2497
1 :  10.1014
Test Object  2498
1 :  100.8822
Test Object  2499
1 :  49.3816
Test Object  2500
1 :  -54.9091
Test Object  2501
1 :  91.5672
Test Object  2502
1 :  0.4209
Test Object  2503
1 :  -29.9691
Test Object  2504
1 :  142.7459
Test Object  2505
1 :  121.8151
Test Object  2506
1 :  17.8413
Test Object  2507
1 :  -54.0182
Test Object  2508
1 :  20.3890
Test Object  2509
1 :  29.5954
Test Object  2510
1 :  -46.0595
Test Object  2511
1 :  -76.1884
Test Object  2512
1 :  80.8846
Test Object  2513
1 :  101.8729
Test Object  2514
1 :  41.3327
Test Object  2515
1 :  137.8594
Test Object  2516
1 :  75.4153
Test Object  2517
1 :  104.4452
Test Object  2518
1 :  103.7471
Test Object  2519
1 :  -55.0960
Test Object  2520
1 :  48.9914
Test Object  2521
1 :  120.8954
Test Object  2522
1 :  38.8601
Test Object  2523
1 :  35.0744
Test Object  2524
1 :  20.3119
Test Object  2525
1 :  106.7755
Test Object  2526
1 :  23.4452
Test Object  2527
1 :  40.4450
Test Object  2528
1 :  53.6195
Test Object  2529
1 :  87.3914
Test Object  2530
1 :  102.6368
Test Object  2531
1 :  58.6861
Test Object  2532
1 :  -38.5922
Test Object  2533
1 :  120.3830
Test Object  2534
1 :  137.3528
Test Object  2535
1 :  14.3312
Test Object  2536
1 :  -7.9443
Test Object  2537
1 :  -51.5434
Test Object  2538
1 :  16.1391
Test Object  2539
1 :  18.3555
Test Object  2540
1 :  43.5964
Test Object  2541
1 :  124.1967
Test Object  2542
1 :  135.7210
Test Object  2543
1 :  -82.0515
Test Object  2544
1 :  17.1654
Test Object  2545
1 :  51.1230
Test Object  2546
1 :  -54.2775
Test Object  2547
1 :  76.4102
Test Object  2548
1 :  41.6573
Test Object  2549
1 :  115.3391
Test Object  2550
1 :  36.2564
Test Object  2551
1 :  49.4988
Test Object  2552
1 :  60.1124
Test Object  2553
1 :  55.3024
Test Object  2554
1 :  -43.8355
Test Object  2555
1 :  123.1062
Test Object  2556
1 :  88.4632
Test Object  2557
1 :  -10.6097
Test Object  2558
1 :  34.3648
Test Object  2559
1 :  83.8782
Test Object  2560
1 :  147.8790
Test Object  2561
1 :  123.8036
Test Object  2562
1 :  -25.9337
Test Object  2563
1 :  -0.9221
Test Object  2564
1 :  37.1907
Test Object  2565
1 :  14.9869
Test Object  2566
1 :  107.8976
Test Object  2567
1 :  -46.3806
Test Object  2568
1 :  126.5493
Test Object  2569
1 :  62.6728
Test Object  2570
1 :  20.7117
Test Object  2571
1 :  86.1406
Test Object  2572
1 :  125.3015
Test Object  2573
1 :  50.7847
Test Object  2574
1 :  48.8009
Test Object  2575
1 :  -45.5431
Test Object  2576
1 :  71.6434
Test Object  2577
1 :  106.2586
Test Object  2578
1 :  67.6800
Test Object  2579
1 :  37.6616
Test Object  2580
1 :  140.4570
Test Object  2581
1 :  125.1265
Test Object  2582
1 :  49.6048
Test Object  2583
1 :  120.6535
Test Object  2584
1 :  17.3821
Test Object  2585
1 :  -52.4071
Test Object  2586
1 :  9.5049
Test Object  2587
1 :  147.9242
Test Object  2588
1 :  41.2254
Test Object  2589
1 :  110.6609
Test Object  2590
1 :  -54.7499
Test Object  2591
1 :  40.8959
Test Object  2592
1 :  46.8705
Test Object  2593
1 :  90.8505
Test Object  2594
1 :  53.7597
Test Object  2595
1 :  128.2290
Test Object  2596
1 :  114.5127
Test Object  2597
1 :  54.8157
Test Object  2598
1 :  117.7696
Test Object  2599
1 :  126.2229
Test Object  2600
1 :  -50.0622
Test Object  2601
1 :  13.9738
Test Object  2602
1 :  109.8320
Test Object  2603
1 :  25.9918
Test Object  2604
1 :  81.1077
Test Object  2605
1 :  29.2641
Test Object  2606
1 :  -96.1899
Test Object  2607
1 :  71.7901
Test Object  2608
1 :  142.1193
Test Object  2609
1 :  112.8301
Test Object  2610
1 :  117.3472
Test Object  2611
1 :  -65.0311
Test Object  2612
1 :  -56.7462
Test Object  2613
1 :  123.5628
Test Object  2614
1 :  76.6431
Test Object  2615
1 :  -39.7555
Test Object  2616
1 :  -54.7821
Test Object  2617
1 :  -40.7188
Test Object  2618
1 :  44.1203
Test Object  2619
1 :  26.3983
Test Object  2620
1 :  130.4086
Test Object  2621
1 :  45.6942
Test Object  2622
1 :  25.8250
Test Object  2623
1 :  11.8333
Test Object  2624
1 :  36.6336
Test Object  2625
1 :  5.9507
Test Object  2626
1 :  39.8435
Test Object  2627
1 :  64.7501
Test Object  2628
1 :  113.9273
Test Object  2629
1 :  -63.7454
Test Object  2630
1 :  -59.7433
Test Object  2631
1 :  123.5327
Test Object  2632
1 :  -27.4064
Test Object  2633
1 :  116.7128
Test Object  2634
1 :  44.6496
Test Object  2635
1 :  41.0932
Test Object  2636
1 :  94.9769
Test Object  2637
1 :  84.0500
Test Object  2638
1 :  -61.4306
Test Object  2639
1 :  -14.5617
Test Object  2640
1 :  66.6010
Test Object  2641
1 :  25.8816
Test Object  2642
1 :  137.7885
Test Object  2643
1 :  120.7077
Test Object  2644
1 :  133.4495
Test Object  2645
1 :  22.2829
Test Object  2646
1 :  24.4617
Test Object  2647
1 :  -40.7927
Test Object  2648
1 :  -71.4800
Test Object  2649
1 :  -77.6685
Test Object  2650
1 :  -68.4208
Test Object  2651
1 :  114.2464
Test Object  2652
1 :  -43.4161
Test Object  2653
1 :  47.3498
Test Object  2654
1 :  131.0441
Test Object  2655
1 :  77.6222
Test Object  2656
1 :  141.7733
Test Object  2657
1 :  136.4569
Test Object  2658
1 :  119.6417
Test Object  2659
1 :  13.6256
Test Object  2660
1 :  125.4961
Test Object  2661
1 :  48.5476
Test Object  2662
1 :  44.1837
Test Object  2663
1 :  63.1503
Test Object  2664
1 :  42.5866
Test Object  2665
1 :  119.8908
Test Object  2666
1 :  -24.3983
Test Object  2667
1 :  43.3611
Test Object  2668
1 :  97.7563
Test Object  2669
1 :  50.6459
Test Object  2670
1 :  -91.1566
Test Object  2671
1 :  -69.6120
Test Object  2672
1 :  122.5485
Test Object  2673
1 :  20.4910
Test Object  2674
1 :  -64.9403
Test Object  2675
1 :  122.6693
Test Object  2676
1 :  -41.4076
Test Object  2677
1 :  95.5557
Test Object  2678
1 :  87.9692
Test Object  2679
1 :  131.2453
Test Object  2680
1 :  135.2789
Test Object  2681
1 :  134.7651
Test Object  2682
1 :  83.6219
Test Object  2683
1 :  142.0002
Test Object  2684
1 :  117.1003
Test Object  2685
1 :  145.8764
Test Object  2686
1 :  18.9240
Test Object  2687
1 :  115.1265
Test Object  2688
1 :  69.5776
Test Object  2689
1 :  106.8664
Test Object  2690
1 :  111.0123
Test Object  2691
1 :  130.2516
Test Object  2692
1 :  -20.2732
Test Object  2693
1 :  51.6826
Test Object  2694
1 :  60.0577
Test Object  2695
1 :  72.1771
Test Object  2696
1 :  53.7923
Test Object  2697
1 :  36.6991
Test Object  2698
1 :  122.3829
Test Object  2699
1 :  135.0582
Test Object  2700
1 :  121.0792
Test Object  2701
1 :  119.7316
Test Object  2702
1 :  96.0363
Test Object  2703
1 :  115.9045
Test Object  2704
1 :  129.1125
Test Object  2705
1 :  -6.6425
Test Object  2706
1 :  109.2424
Test Object  2707
1 :  -81.3907
Test Object  2708
1 :  78.2187
Test Object  2709
1 :  133.5244
Test Object  2710
1 :  58.8246
Test Object  2711
1 :  47.7096
Test Object  2712
1 :  98.4482
Test Object  2713
1 :  65.0458
Test Object  2714
1 :  61.2531
Test Object  2715
1 :  119.2687
Test Object  2716
1 :  34.2410
Test Object  2717
1 :  47.2512
Test Object  2718
1 :  126.1633
Test Object  2719
1 :  127.9682
Test Object  2720
1 :  57.1622
Test Object  2721
1 :  82.8773
Test Object  2722
1 :  127.8898
Test Object  2723
1 :  63.4159
Test Object  2724
1 :  67.2253
Test Object  2725
1 :  -46.8376
Test Object  2726
1 :  107.3507
Test Object  2727
1 :  120.4184
Test Object  2728
1 :  145.4529
Test Object  2729
1 :  -30.2287
Test Object  2730
1 :  44.5758
Test Object  2731
1 :  128.1855
Test Object  2732
1 :  -67.3541
Test Object  2733
1 :  70.1750
Test Object  2734
1 :  116.8691
Test Object  2735
1 :  125.8400
Test Object  2736
1 :  65.1301
Test Object  2737
1 :  139.0964
Test Object  2738
1 :  124.6543
Test Object  2739
1 :  112.7999
Test Object  2740
1 :  32.0635
Test Object  2741
1 :  -44.8591
Test Object  2742
1 :  28.5004
Test Object  2743
1 :  111.9662
Test Object  2744
1 :  36.1013
Test Object  2745
1 :  115.6425
Test Object  2746
1 :  26.8730
Test Object  2747
1 :  127.0683
Test Object  2748
1 :  -53.7709
Test Object  2749
1 :  52.6483
Test Object  2750
1 :  59.2092
Test Object  2751
1 :  48.8460
Test Object  2752
1 :  -44.9087
Test Object  2753
1 :  -36.5760
Test Object  2754
1 :  -15.9081
Test Object  2755
1 :  -30.7519
Test Object  2756
1 :  128.8225
Test Object  2757
1 :  137.7640
Test Object  2758
1 :  131.6773
Test Object  2759
1 :  55.8572
Test Object  2760
1 :  126.0957
Test Object  2761
1 :  55.8652
Test Object  2762
1 :  60.1514
Test Object  2763
1 :  45.2656
Test Object  2764
1 :  -40.3854
Test Object  2765
1 :  -36.3597
Test Object  2766
1 :  -47.3919
Test Object  2767
1 :  26.0486
Test Object  2768
1 :  31.3084
Test Object  2769
1 :  -81.2477
Test Object  2770
1 :  116.5155
Test Object  2771
1 :  58.8294
Test Object  2772
1 :  131.5888
Test Object  2773
1 :  35.3604
Test Object  2774
1 :  -9.8620
Test Object  2775
1 :  50.6206
Test Object  2776
1 :  51.0347
Test Object  2777
1 :  37.5522
Test Object  2778
1 :  -77.3508
Test Object  2779
1 :  27.5376
Test Object  2780
1 :  68.8865
Test Object  2781
1 :  60.4623
Test Object  2782
1 :  73.6185
Test Object  2783
1 :  -4.5716
Test Object  2784
1 :  61.5786
Test Object  2785
1 :  60.5116
Test Object  2786
1 :  -3.2191
Test Object  2787
1 :  -9.5996
Test Object  2788
1 :  118.8058
Test Object  2789
1 :  93.6978
Test Object  2790
1 :  68.4562
Test Object  2791
1 :  42.2286
Test Object  2792
1 :  62.7852
Test Object  2793
1 :  117.6028
Test Object  2794
1 :  -84.9848
Test Object  2795
1 :  -52.1203
Test Object  2796
1 :  103.1031
Test Object  2797
1 :  -67.0736
Test Object  2798
1 :  126.0510
Test Object  2799
1 :  130.2727
Test Object  2800
1 :  -44.2921
Test Object  2801
1 :  2.7386
Test Object  2802
1 :  122.2891
Test Object  2803
1 :  99.5477
Test Object  2804
1 :  -67.6282
Test Object  2805
1 :  48.1854
Test Object  2806
1 :  62.4759
Test Object  2807
1 :  53.9315
Test Object  2808
1 :  29.6911
Test Object  2809
1 :  88.5470
Test Object  2810
1 :  48.7073
Test Object  2811
1 :  63.6558
Test Object  2812
1 :  0.2006
Test Object  2813
1 :  117.0858
Test Object  2814
1 :  -38.7039
Test Object  2815
1 :  23.3175
Test Object  2816
1 :  -94.0137
Test Object  2817
1 :  38.1732
Test Object  2818
1 :  123.9864
Test Object  2819
1 :  127.9465
Test Object  2820
1 :  56.4704
Test Object  2821
1 :  69.4502
Test Object  2822
1 :  71.0281
Test Object  2823
1 :  47.0662
Test Object  2824
1 :  65.9780
Test Object  2825
1 :  85.0639
Test Object  2826
1 :  -14.8590
Test Object  2827
1 :  129.3529
Test Object  2828
1 :  81.2988
Test Object  2829
1 :  58.0597
Test Object  2830
1 :  -25.1890
Test Object  2831
1 :  -16.8840
Test Object  2832
1 :  41.8907
Test Object  2833
1 :  -44.8012
Test Object  2834
1 :  108.5401
Test Object  2835
1 :  113.9956
Test Object  2836
1 :  40.3513
Test Object  2837
1 :  98.9223
Test Object  2838
1 :  -37.0228
Test Object  2839
1 :  130.5846
Test Object  2840
1 :  -40.2071
Test Object  2841
1 :  -49.5327
Test Object  2842
1 :  133.5633
Test Object  2843
1 :  56.9197
Test Object  2844
1 :  139.1449
Test Object  2845
1 :  -11.2524
Test Object  2846
1 :  26.6475
Test Object  2847
1 :  77.1127
Test Object  2848
1 :  30.4484
Test Object  2849
1 :  75.5774
Test Object  2850
1 :  70.7512
Test Object  2851
1 :  -52.3401
Test Object  2852
1 :  107.7362
Test Object  2853
1 :  101.5219
Test Object  2854
1 :  136.7128
Test Object  2855
1 :  133.8158
Test Object  2856
1 :  21.9870
Test Object  2857
1 :  138.8404
Test Object  2858
1 :  60.1238
Test Object  2859
1 :  78.7837
Test Object  2860
1 :  35.9524
Test Object  2861
1 :  24.1812
Test Object  2862
1 :  -37.5840
Test Object  2863
1 :  135.5578
Test Object  2864
1 :  44.2777
Test Object  2865
1 :  98.6730
Test Object  2866
1 :  37.8973
Test Object  2867
1 :  103.9909
Test Object  2868
1 :  -82.8667
Test Object  2869
1 :  -81.2375
Test Object  2870
1 :  78.3828
Test Object  2871
1 :  128.2067
Test Object  2872
1 :  -5.2594
Test Object  2873
1 :  43.1069
Test Object  2874
1 :  -99.5939
Test Object  2875
1 :  94.6521
Test Object  2876
1 :  -27.8869
Test Object  2877
1 :  85.8033
Test Object  2878
1 :  -21.0898
Test Object  2879
1 :  19.4086
Test Object  2880
1 :  14.6666
Test Object  2881
1 :  117.3945
Test Object  2882
1 :  43.5594
Test Object  2883
1 :  78.8020
Test Object  2884
1 :  53.7469
Test Object  2885
1 :  116.9242
Test Object  2886
1 :  119.3879
Test Object  2887
1 :  26.5722
Test Object  2888
1 :  128.8757
Test Object  2889
1 :  107.9832
Test Object  2890
1 :  72.6340
Test Object  2891
1 :  127.5097
Test Object  2892
1 :  62.8093
Test Object  2893
1 :  132.4858
Test Object  2894
1 :  -74.2044
Test Object  2895
1 :  -36.9233
Test Object  2896
1 :  118.1111
Test Object  2897
1 :  19.3324
Test Object  2898
1 :  36.6589
Test Object  2899
1 :  -34.6810
Test Object  2900
1 :  37.3675
Test Object  2901
1 :  124.9256
Test Object  2902
1 :  129.7274
Test Object  2903
1 :  -11.0366
Test Object  2904
1 :  -39.2412
Test Object  2905
1 :  46.3733
Test Object  2906
1 :  -7.8643
Test Object  2907
1 :  25.3751
Test Object  2908
1 :  127.8274
Test Object  2909
1 :  34.6228
Test Object  2910
1 :  127.4990
Test Object  2911
1 :  133.6014
Test Object  2912
1 :  -34.3136
Test Object  2913
1 :  31.6866
Test Object  2914
1 :  -23.4703
Test Object  2915
1 :  140.7391
Test Object  2916
1 :  9.5208
Test Object  2917
1 :  137.7118
Test Object  2918
1 :  42.3728
Test Object  2919
1 :  127.5566
Test Object  2920
1 :  124.6302
Test Object  2921
1 :  -34.1079
Test Object  2922
1 :  52.9183
Test Object  2923
1 :  56.4519
Test Object  2924
1 :  135.0901
Test Object  2925
1 :  -37.8164
Test Object  2926
1 :  -89.7869
Test Object  2927
1 :  -42.7548
Test Object  2928
1 :  -74.2234
Test Object  2929
1 :  133.8521
Test Object  2930
1 :  120.5774
Test Object  2931
1 :  121.1600
Test Object  2932
1 :  48.3065
Test Object  2933
1 :  122.0744
Test Object  2934
1 :  109.4567
Test Object  2935
1 :  -54.3369
Test Object  2936
1 :  23.0068
Test Object  2937
1 :  114.5944
Test Object  2938
1 :  118.9863
Test Object  2939
1 :  115.9683
Test Object  2940
1 :  -47.6592
Test Object  2941
1 :  48.4586
Test Object  2942
1 :  119.0643
Test Object  2943
1 :  135.0732
Test Object  2944
1 :  42.3088
Test Object  2945
1 :  133.4410
Test Object  2946
1 :  134.2809
Test Object  2947
1 :  122.8600
Test Object  2948
1 :  13.4053
Test Object  2949
1 :  61.7449
Test Object  2950
1 :  45.8464
Test Object  2951
1 :  113.2147
Test Object  2952
1 :  -69.3020
Test Object  2953
1 :  -12.6884
Test Object  2954
1 :  127.7604
Test Object  2955
1 :  135.8478
Test Object  2956
1 :  45.4875
Test Object  2957
1 :  69.8378
Test Object  2958
1 :  149.4267
Test Object  2959
1 :  51.4631
Test Object  2960
1 :  120.4488
Test Object  2961
1 :  43.2049
Test Object  2962
1 :  118.7779
Test Object  2963
1 :  -4.2077
Test Object  2964
1 :  -35.5693
Test Object  2965
1 :  123.9499
Test Object  2966
1 :  129.5199
Test Object  2967
1 :  29.6679
Test Object  2968
1 :  143.3409
Test Object  2969
1 :  126.6135
Test Object  2970
1 :  -43.4758
Test Object  2971
1 :  0.0551
Test Object  2972
1 :  89.9411
Test Object  2973
1 :  79.9620
Test Object  2974
1 :  2.1910
Test Object  2975
1 :  33.9629
Test Object  2976
1 :  94.1805
Test Object  2977
1 :  98.8251
Test Object  2978
1 :  97.8462
Test Object  2979
1 :  -72.2824
Test Object  2980
1 :  58.3437
Test Object  2981
1 :  145.6861
Test Object  2982
1 :  -50.0787
Test Object  2983
1 :  119.0294
Test Object  2984
1 :  142.7852
Test Object  2985
1 :  130.4138
Test Object  2986
1 :  42.0774
Test Object  2987
1 :  -36.1411
Test Object  2988
1 :  69.7124
Test Object  2989
1 :  -89.2541
Test Object  2990
1 :  39.9145
Test Object  2991
1 :  120.9630
Test Object  2992
1 :  28.4343
Test Object  2993
1 :  67.7758
Test Object  2994
1 :  52.7314
Test Object  2995
1 :  44.9560
Test Object  2996
1 :  -81.6920
Test Object  2997
1 :  -35.8627
Test Object  2998
1 :  -40.8521
Test Object  2999
1 :  45.7583
Test Object  3000
1 :  -53.4709
Test Object  3001
1 :  -21.4070
Test Object  3002
1 :  135.7720
Test Object  3003
1 :  2.9599
Test Object  3004
1 :  25.9972
Test Object  3005
1 :  117.5551
Test Object  3006
1 :  48.6947
Test Object  3007
1 :  135.0006
Test Object  3008
1 :  99.7380
Test Object  3009
1 :  58.1990
Test Object  3010
1 :  -84.8286
Test Object  3011
1 :  -71.6439
Test Object  3012
1 :  -3.8219
Test Object  3013
1 :  -28.4746
Test Object  3014
1 :  140.5813
Test Object  3015
1 :  -58.7123
Test Object  3016
1 :  25.0230
Test Object  3017
1 :  -55.8566
Test Object  3018
1 :  37.9912
Test Object  3019
1 :  -14.3790
Test Object  3020
1 :  71.9506
Test Object  3021
1 :  92.2029
Test Object  3022
1 :  117.8591
Test Object  3023
1 :  63.1342
Test Object  3024
1 :  33.2184
Test Object  3025
1 :  59.0038
Test Object  3026
1 :  87.4681
Test Object  3027
1 :  141.1812
Test Object  3028
1 :  144.0814
Test Object  3029
1 :  113.3265
Test Object  3030
1 :  42.6471
Test Object  3031
1 :  -51.1926
Test Object  3032
1 :  -50.0345
Test Object  3033
1 :  -14.2024
Test Object  3034
1 :  32.1590
Test Object  3035
1 :  -1.9765
Test Object  3036
1 :  145.1420
Test Object  3037
1 :  38.5748
Test Object  3038
1 :  134.6064
Test Object  3039
1 :  113.9466
Test Object  3040
1 :  112.9902
Test Object  3041
1 :  66.0711
Test Object  3042
1 :  49.3136
Test Object  3043
1 :  -6.3486
Test Object  3044
1 :  27.3793
Test Object  3045
1 :  136.4632
Test Object  3046
1 :  -57.1980
Test Object  3047
1 :  128.7232
Test Object  3048
1 :  119.4567
Test Object  3049
1 :  140.7791
Test Object  3050
1 :  27.7014
Test Object  3051
1 :  149.2509
Test Object  3052
1 :  -36.3625
Test Object  3053
1 :  40.6159
Test Object  3054
1 :  24.3708
Test Object  3055
1 :  38.2948
Test Object  3056
1 :  -3.1054
Test Object  3057
1 :  17.6836
Test Object  3058
1 :  119.8450
Test Object  3059
1 :  126.3699
Test Object  3060
1 :  116.8026
Test Object  3061
1 :  -55.5059
Test Object  3062
1 :  124.3516
Test Object  3063
1 :  142.5429
Test Object  3064
1 :  -79.8717
Test Object  3065
1 :  52.0905
Test Object  3066
1 :  84.0800
Test Object  3067
1 :  125.5598
Test Object  3068
1 :  -44.1886
Test Object  3069
1 :  125.9229
Test Object  3070
1 :  123.1447
Test Object  3071
1 :  24.2249
Test Object  3072
1 :  -32.4391
Test Object  3073
1 :  121.5637
Test Object  3074
1 :  74.2572
Test Object  3075
1 :  -33.6309
Test Object  3076
1 :  29.9613
Test Object  3077
1 :  -27.1313
Test Object  3078
1 :  127.0461
Test Object  3079
1 :  139.2334
Test Object  3080
1 :  114.5513
Test Object  3081
1 :  24.5162
Test Object  3082
1 :  -1.2636
Test Object  3083
1 :  -82.1687
Test Object  3084
1 :  9.6643
Test Object  3085
1 :  25.0996
Test Object  3086
1 :  123.3487
Test Object  3087
1 :  17.8413
Test Object  3088
1 :  67.4383
Test Object  3089
1 :  141.1057
Test Object  3090
1 :  77.9081
Test Object  3091
1 :  63.7493
Test Object  3092
1 :  -51.2103
Test Object  3093
1 :  124.5205
Test Object  3094
1 :  30.8110
Test Object  3095
1 :  37.3138
Test Object  3096
1 :  -16.0957
Test Object  3097
1 :  -31.1262
Test Object  3098
1 :  74.9760
Test Object  3099
1 :  -57.6001
Test Object  3100
1 :  56.0676
Test Object  3101
1 :  49.8390
Test Object  3102
1 :  144.3301
Test Object  3103
1 :  106.2902
Test Object  3104
1 :  -42.3299
Test Object  3105
1 :  1.5866
Test Object  3106
1 :  136.4211
Test Object  3107
1 :  34.8353
Test Object  3108
1 :  134.7427
Test Object  3109
1 :  113.3533
Test Object  3110
1 :  133.5463
Test Object  3111
1 :  111.5141
Test Object  3112
1 :  25.6991
Test Object  3113
1 :  99.5982
Test Object  3114
1 :  -87.3176
Test Object  3115
1 :  141.6250
Test Object  3116
1 :  16.1753
Test Object  3117
1 :  88.0975
Test Object  3118
1 :  133.8521
Test Object  3119
1 :  91.7759
Test Object  3120
1 :  -4.8558
Test Object  3121
1 :  139.1992
Test Object  3122
1 :  -27.9018
Test Object  3123
1 :  54.1328
Test Object  3124
1 :  85.8024
Test Object  3125
1 :  115.3252
Test Object  3126
1 :  -54.9614
Test Object  3127
1 :  75.6049
Test Object  3128
1 :  26.0239
Test Object  3129
1 :  118.6015
Test Object  3130
1 :  48.2167
Test Object  3131
1 :  28.0885
Test Object  3132
1 :  124.3599
Test Object  3133
1 :  16.9719
Test Object  3134
1 :  135.0501
Test Object  3135
1 :  -56.0119
Test Object  3136
1 :  37.7539
Test Object  3137
1 :  19.7832
Test Object  3138
1 :  89.3080
Test Object  3139
1 :  57.0947
Test Object  3140
1 :  -41.3957
Test Object  3141
1 :  108.2373
Test Object  3142
1 :  131.6110
Test Object  3143
1 :  77.1072
Test Object  3144
1 :  27.0788
Test Object  3145
1 :  136.3353
Test Object  3146
1 :  -9.7795
Test Object  3147
1 :  -53.3365
Test Object  3148
1 :  54.4537
Test Object  3149
1 :  37.6977
Test Object  3150
1 :  -26.7633
Test Object  3151
1 :  97.7478
Test Object  3152
1 :  103.8719
Test Object  3153
1 :  118.4830
Test Object  3154
1 :  98.6328
Test Object  3155
1 :  24.3642
Test Object  3156
1 :  109.3656
Test Object  3157
1 :  69.4418
Test Object  3158
1 :  51.5541
Test Object  3159
1 :  34.0469
Test Object  3160
1 :  18.7970
Test Object  3161
1 :  119.8132
Test Object  3162
1 :  65.8196
Test Object  3163
1 :  -35.6217
Test Object  3164
1 :  117.8519
Test Object  3165
1 :  121.0841
Test Object  3166
1 :  89.0741
Test Object  3167
1 :  133.5995
Test Object  3168
1 :  132.5261
Test Object  3169
1 :  37.4597
Test Object  3170
1 :  39.4373
Test Object  3171
1 :  21.4981
Test Object  3172
1 :  114.1163
Test Object  3173
1 :  83.4668
Test Object  3174
1 :  112.0955
Test Object  3175
1 :  -43.7360
Test Object  3176
1 :  49.8765
Test Object  3177
1 :  54.4123
Test Object  3178
1 :  49.6619
Test Object  3179
1 :  133.4381
Test Object  3180
1 :  -49.6249
Test Object  3181
1 :  56.3880
Test Object  3182
1 :  35.9517
Test Object  3183
1 :  122.1902
Test Object  3184
1 :  48.0470
Test Object  3185
1 :  143.8427
Test Object  3186
1 :  -25.9192
Test Object  3187
1 :  -31.8151
Test Object  3188
1 :  -77.6356
Test Object  3189
1 :  -1.7168
Test Object  3190
1 :  51.7963
Test Object  3191
1 :  72.7578
Test Object  3192
1 :  117.7873
Test Object  3193
1 :  95.7859
Test Object  3194
1 :  94.8541
Test Object  3195
1 :  -73.4980
Test Object  3196
1 :  69.3018
Test Object  3197
1 :  -11.7392
Test Object  3198
1 :  32.7187
Test Object  3199
1 :  41.2602
Test Object  3200
1 :  33.8410
Test Object  3201
1 :  -53.5037
Test Object  3202
1 :  59.6665
Test Object  3203
1 :  123.9772
Test Object  3204
1 :  -4.0234
Test Object  3205
1 :  -54.1525
Test Object  3206
1 :  137.2359
Test Object  3207
1 :  8.1922
Test Object  3208
1 :  114.8511
Test Object  3209
1 :  135.1355
Test Object  3210
1 :  27.3632
Test Object  3211
1 :  73.0695
Test Object  3212
1 :  -66.5685
Test Object  3213
1 :  -32.2646
Test Object  3214
1 :  -31.5275
Test Object  3215
1 :  -45.0674
Test Object  3216
1 :  143.9094
Test Object  3217
1 :  39.8717
Test Object  3218
1 :  11.6851
Test Object  3219
1 :  35.1829
Test Object  3220
1 :  84.9165
Test Object  3221
1 :  70.5810
Test Object  3222
1 :  90.6232
Test Object  3223
1 :  44.0598
Test Object  3224
1 :  -25.8710
Test Object  3225
1 :  -53.8215
Test Object  3226
1 :  132.3114
Test Object  3227
1 :  -10.2087
Test Object  3228
1 :  136.4113
Test Object  3229
1 :  95.9318
Test Object  3230
1 :  31.5561
Test Object  3231
1 :  -48.5316
Test Object  3232
1 :  -42.8157
Test Object  3233
1 :  -66.2631
Test Object  3234
1 :  42.0038
Test Object  3235
1 :  20.9417
Test Object  3236
1 :  -78.5253
Test Object  3237
1 :  36.2684
Test Object  3238
1 :  23.7901
Test Object  3239
1 :  60.9318
Test Object  3240
1 :  81.2205
Test Object  3241
1 :  129.8941
Test Object  3242
1 :  125.3420
Test Object  3243
1 :  132.2682
Test Object  3244
1 :  -44.1401
Test Object  3245
1 :  128.9080
Test Object  3246
1 :  -60.7225
Test Object  3247
1 :  48.1023
Test Object  3248
1 :  -27.5524
Test Object  3249
1 :  99.0209
Test Object  3250
1 :  -40.0018
Test Object  3251
1 :  59.5893
Test Object  3252
1 :  59.7052
Test Object  3253
1 :  27.2069
Test Object  3254
1 :  132.1758
Test Object  3255
1 :  20.6846
Test Object  3256
1 :  -64.9400
Test Object  3257
1 :  -76.7518
Test Object  3258
1 :  94.7130
Test Object  3259
1 :  42.3473
Test Object  3260
1 :  45.0488
Test Object  3261
1 :  -78.2966
Test Object  3262
1 :  71.6050
Test Object  3263
1 :  130.6114
Test Object  3264
1 :  136.3489
Test Object  3265
1 :  123.5474
Test Object  3266
1 :  48.3558
Test Object  3267
1 :  41.9053
Test Object  3268
1 :  123.7657
Test Object  3269
1 :  81.7540
Test Object  3270
1 :  58.0686
Test Object  3271
1 :  80.0550
Test Object  3272
1 :  -79.4244
Test Object  3273
1 :  140.1168
Test Object  3274
1 :  -50.7734
Test Object  3275
1 :  58.0022
Test Object  3276
1 :  87.2540
Test Object  3277
1 :  -25.0906
Test Object  3278
1 :  22.4938
Test Object  3279
1 :  13.8326
Test Object  3280
1 :  137.5056
Test Object  3281
1 :  125.2486
Test Object  3282
1 :  102.2129
Test Object  3283
1 :  34.8631
Test Object  3284
1 :  58.3476
Test Object  3285
1 :  51.1820
Test Object  3286
1 :  63.8803
